Title;Summary;Article URL;Date;Document_Type;Product_Type;Countries;Regions;Drug_names;Language;Source URL;title_english;summary_english;File_Name
Measures to minimise risk of suicidal thoughts with finasteride and dutasteride medicines;Following an EU-wide review of available data on finasteride and dutasteride medicines, EMA’s safety committee, PRAC, has confirmed suicidal ideation (suicidal thoughts) as a side effect of finasterid...;https://www.ema.europa.eu/en/news/measures-minimise-risk-suicidal-thoughts-finasteride-dutasteride-medicines;08/05/2025;Law;Drug Product;France, Iceland, Liechtenstein, Netherlands, Norway, United States, European Union, African Union, Global;Central Europe, Western Europe, Global, Northern Europe, European Union, African Union, North America;5-ARIs, 5-AR, 5-alpha-dihydrotestosterone, Dutasteride, Finasteride, DHT, testosterone, finasteride, dutasteride;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Meeting highlights from the Pharmacovigilance Risk Assessment Committee (PRAC) 5-8 May 2025;Review of medicines containing finasteride and dutasteride concluded Finasteride and dutasteride tablets: Measures to minimise risk of suicidal thoughts Following an EU-wide review of available data o...;https://www.ema.europa.eu/en/news/meeting-highlights-pharmacovigilance-risk-assessment-committee-prac-5-8-may-2025;08/05/2025;Law;Drug Product;Netherlands, Ecuador, United States, European Union, African Union, Global;South America, Western Europe, Global, European Union, African Union, North America;Ixchiq, finasteride, dutasteride, Finasteride;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
ETF recommends updating COVID-19 vaccines to target new LP.8.1 variant; EMA’s Emergency Task Force (ETF) has recommended updating COVID-19 vaccines to target the new SARS-CoV-2 variant LP.8.1 for the 2025/2026 vaccination campaign . The new variant has surpassed the JN.1 variant to;https://www.ema.europa.eu/en/news/etf-recommends-updating-covid-19-vaccines-target-new-lp81-variant;16/05/2025;Law;Vaccine;Netherlands, European Union, African Union, Global;European Union, African Union, Global, Western Europe;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Meeting highlights from the Committee for Veterinary Medicinal Products (CVMP) 13-15 May 2025;The Committee re-elected Johan Schefferlie from the Netherlands as its Chair for a further 3-year mandate. CVMP opinions on veterinary medicinal products The Committee adopted by consensus a positive ...;https://www.ema.europa.eu/en/news/meeting-highlights-committee-veterinary-medicinal-products-cvmp-13-15-may-2025;16/05/2025;Announcement;Drug Product;Italy, Netherlands, European Union, African Union, Global;Western Europe, Southern Europe, Global, European Union, African Union;Innovax-ND-IBD-ILT, Fluralaner Intervet, VMPs, fluralaner, Lidocaine, lidocaine, Cunitraxx, esafoxolaner/ eprinomectin/ praziquantel;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA starts review of ipidacrine-containing medicines; EMA’s human medicines committee (CHMP) has started a review of medicines containing ipidacrine . These medicines have been authorised in several EU countries through national procedures and are used in adults to treat different conditions affecting the nervous system . A company recently submitted an application for;https://www.ema.europa.eu/en/news/ema-starts-review-ipidacrine-containing-medicines;23/05/2025;Law;Drug Product;Austria, Bulgaria, Croatia, Finland, Hungary, Italy, Latvia, Lithuania, Netherlands, Norway, Poland, Romania, Slovakia, Slovenia, Oman, European Union, African Union;Eastern Europe, Central Europe, Western Europe, Southern Europe, Northern Europe, European Union, African Union, Middle East;Ipidacrin, Ipidacrine, Ipidacrine Hydrochloride Grindeks, Neiromidin, ipidacrine, Ipigrix;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Changes to the use of antibiotic azithromycin;EMA’s human medicines committee (CHMP) has recommended several changes to the way the antibiotic azithromycin is used in the EU, including the removal of certain indications. These recommendations aim...;https://www.ema.europa.eu/en/news/changes-use-antibiotic-azithromycin;23/05/2025;Law;Drug Product;France, Germany, Netherlands, Spain, United Kingdom, European Union, African Union, Global;Central Europe, Western Europe, Southern Europe, Global, Northern Europe, European Union, African Union;CHMP, azithromycin, Azithromycin, macrolides;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 May 2025;Ten new medicines recommended for approval EMA’s human medicines committee (CHMP) recommended ten medicines for approval at its May 2025 meeting. The committee recommended granting a conditional marke...;https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-may-2025;23/05/2025;Announcement;Biological;Germany, Ireland, Italy, Netherlands, United Kingdom, United States, Mali, European Union, African Union, Global;Central Europe, Western Europe, Southern Europe, Global, Northern Europe, European Union, African Union, Western Africa, North America;mirdametinib, clascoterone, cobicistat, obecabtagene autoleucel, Rolcya, ipidacrine, Bomyntra, tegomil fumarate, Itovebi, Emtricitabine, amino acids, plitidepsin, Aplidin, inavolisib, Atropine sulfate FGK, CHMP, Aucatzyl*, Winlevi, denosumab, azithromycin, Tenofovir alafenamide Viatris, darunavir, teriparatide, Lutathera, Teriparatide Ascend, emtricitabine, lutetium, Riulvy, Conexxence, belantamab mafodotin, tenofovir alafenamide, lutetium (177Lu) oxodotreotide, plitidepsin  clascoterone, atropine;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
EMA closed 29-30 May; The European Medicines Agency is closed from 18:00 on Wednesday 28 May 2025 until 08:30 on Monday 2 June 2025 . The product emergency hotline is available outside working hours and on public holidays . Please note that this number is for emergencies only .;https://www.ema.europa.eu/en/news/ema-closed-29-30-may;28/05/2025;Law;Other;Netherlands, European Union, African Union;European Union, African Union, Western Europe;None;English;https://www.ema.europa.eu/en/news;None;None;ema_news_results.xlsx
ANNEX 6 MG/ML COLIRIO IN SOLUTION, 1 bottle of 5 ml (NR: 88089, CN: 758305);ANNEX 6 MG/ML COLIRIO IN SOLUTION, 1 bottle of 5 ml (NR: 88089, CN: 758305). BILSTINA. FAES FAES FARMA, S.A. – Autonomy Etorbidea, 10 (Leioa). FAMAR HEALTH CARE MADRID S.A. – Avda. Leganes, 62, Alcorcon (Madrid), 28923, Spain. Identification of particles visible by precipitation of the active principle. Distribution and Dissemination String. Class 2. Removed from the market from all the batches concerned and return to the laboratory by conventional causal. Retired follow-up. Quality defect which does not pose a vital risk to the patient;https://www.aemps.gob.es/informa/bilaxten-6-mg-ml-colirio-en-solucion-1-frasco-de-5-ml-nr-88089-cn-758305/;29/05/2025;Drug Safety Alert;Medicinal product subject to medical prescription;None;None;SOLUTION, BILSTINA;Spanish;https://www.aemps.gob.es/comunicacion/alertas/medicamentos-uso-humano/?lang=en;None;None;ES_news.xlsx
BISOPROOL PENSA 2.5 MG COMPrimIDIDES EFG, 28 tablets (Blister PVC/PVDC/Al) (NR: 81435, CN: 713616);BISOPROOL PENSA 2.5 MG COMPrimIDIDES EFG, 28 tablets (Blister PVC/PVDC/Al) (NR: 81435, CN: 713616). BISOPROOL FRAMEWORK. 30798L1. 30/11/2026. TOWA Pharmaceuticalal, S.A. – Carrer de Sant Martí numbers 75-97(Martorelles). CHANELLE MEDICAL UNLIMITED COMPANY – Dublin Road, Loughrea, Co. Galway, H62 FH90, Irlanda. Detection of a purity above its established limit. Distribution and Dissemination String. Class 2. Removed from the market from all the units distributed by the affected lot and return to the laboratory by the usual causal. Retired follow-up. Quality defect which does not pose a vital risk to the patient;https://www.aemps.gob.es/informa/bisoprolol-pensa-25-mg-comprimidos-efg-28-comprimidos-blister-pvc-pvdc-al-nr-81435-cn-713616/;21/05/2025;Drug Safety Alert;Medicinal product subject to medical prescription;None;None;FRAMEWORK;Spanish;https://www.aemps.gob.es/comunicacion/alertas/medicamentos-uso-humano/?lang=en;None;None;ES_news.xlsx
DULOXETINE PENSE Pharma 30 MG CAPSULES BY GASTRORRESISTENT EFG , 28 capsules (Blister PVC/PVDC-ALuminium Blister) (NR: 79370, CN: 704749);DULOXETINE PENSE Pharma 30 MG CAPSULES BY GASTRORRESISTENT EFG , 28 capsules (Blister PVC/PVDC-ALuminium Blister) (NR: 79370, CN: 704749). DULOXETINE HYDROCLORURE. 240803. 30/11/2026. TOWA Pharmaceuticalal, S.A. – Carrer de Sant Martí numbers 75-97(Martorelles). TOWA Pharmaceutical EUROPEAN S.L. – Calle de Sant Marti, 75-97, Martoelles (Barcelona), 08107, Spain. Detection of a purity above its established limit. Distribution and Dissemination String. Class 2. Removed from the market from all the batches concerned and return to the laboratory by conventional causal. Retired follow-up. Quality defect which does not pose a vital risk to the patient;https://www.aemps.gob.es/informa/duloxetina-pensa-pharma-30-mg-capsulas-duras-gastrorresistentes-efg-28-capsulas-blister-pvc-pvdc-aluminio-nr-79370-cn-704749/;08/05/2025;Drug Safety Alert;Medicinal product subject to medical prescription;None;None;HYDROCLORURE;Spanish;https://www.aemps.gob.es/comunicacion/alertas/medicamentos-uso-humano/?lang=en;None;None;ES_news.xlsx
TOPIRAMATO TEVA 200 mg COMPrimIDS RECORDED WITH PELICULA EFG 60 tablets (NR: 68933, CN: 659269);TOPIRAMATTOPIRAMATE TEVA 200 mg COMPrimIDED WITH PELICULA EFG , 60 tablets (NR: 68933, CN: 659269). TOPIRAMATO. 16520223. 30/09/2026. TEVA Pharma, S.L.U. – C/ Anabel Secure, 11, Building Albatros B, 1a plant(Alcobendas). TEVA PHARMACEUTICAL INDUSTRIES LTD. – 18 Eli Hurvitz Street, Industrial Zone, P.O. Box 353, Kfar Saba, 4410202, Israel. Output out of specifications in the content test during the ongoing stability studies. Distribution and Dissemination String. Class 2. Removed from the market from all the units distributed by the affected lot and return to the laboratory by the usual causal. Retired follow-up. Quality defect which does not pose a vital risk to the patient;https://www.aemps.gob.es/informa/topiramato-teva-200-mg-comprimidos-recubiertos-con-pelicula-efg-60-comprimidos-nr-68933-cn-659269/;02/04/2025;Drug Safety Alert;Medicinal product subject to medical prescription;None;None;TOPIRAMATO;Spanish;https://www.aemps.gob.es/comunicacion/alertas/medicamentos-uso-humano/?lang=en;None;None;ES_news.xlsx
